"Row.ID","Order.ID","Order.Date","Ship.Date","Ship.Mode","Customer.ID","Customer.Name","Segment","Country","City","State","Postal.Code","Region","Product.ID","Category","Sub.Category","Product.Name","Sales","discount","transactionSalesDecileRank","cleanOrderDate","weekdays","month","yr"
5445,"CA-2016-148712","17/04/2016","23/04/2016","Standard Class","JM-15535","Jessica Myrick","Consumer","United States","New York City","New York",10035,"East","OFF-AR-10000614","Office Supplies","Art","Barrel Sharpener",10.71,5.19613688388313,2,2016-04-17,"Sunday",4,2016
5446,"CA-2017-128307","25/07/2017","29/07/2017","Standard Class","BE-11335","Bill Eplett","Home Office","United States","Houston","Texas",77041,"Central","OFF-EN-10003040","Office Supplies","Envelopes","Quality Park Security Envelopes",20.936,5.35203024455694,3,2017-07-25,"Tuesday",7,2017
5447,"US-2017-127425","26/08/2017","31/08/2017","Standard Class","DR-12880","Dan Reichenbach","Corporate","United States","New York City","New York",10035,"East","TEC-PH-10003442","Technology","Phones","Samsung Replacement EH64AVFWE Premium Headset",33,5.35113556648964,4,2017-08-26,"Saturday",8,2017
5448,"US-2017-127425","26/08/2017","31/08/2017","Standard Class","DR-12880","Dan Reichenbach","Corporate","United States","New York City","New York",10035,"East","TEC-AC-10002800","Technology","Accessories","Plantronics Audio 478 Stereo USB Headset",249.95,5.42875143752266,8,2017-08-26,"Saturday",8,2017
5449,"US-2015-119081","12/09/2015","19/09/2015","Standard Class","TA-21385","Tom Ashbrook","Home Office","United States","Olathe","Kansas",66062,"Central","OFF-SU-10000157","Office Supplies","Supplies","Compact Automatic Electric Letter Opener",357.93,5.69509682216294,9,2015-09-12,"Saturday",9,2015
5450,"US-2015-119081","12/09/2015","19/09/2015","Standard Class","TA-21385","Tom Ashbrook","Home Office","United States","Olathe","Kansas",66062,"Central","TEC-AC-10001542","Technology","Accessories","SanDisk Cruzer 16 GB USB Flash Drive",57.4,5.27918790418204,6,2015-09-12,"Saturday",9,2015
5451,"US-2015-119081","12/09/2015","19/09/2015","Standard Class","TA-21385","Tom Ashbrook","Home Office","United States","Olathe","Kansas",66062,"Central","OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",331.96,5.33046340015707,9,2015-09-12,"Saturday",9,2015
5452,"US-2015-119081","12/09/2015","19/09/2015","Standard Class","TA-21385","Tom Ashbrook","Home Office","United States","Olathe","Kansas",66062,"Central","FUR-FU-10003464","Furniture","Furnishings","Seth Thomas 8 1/2"" Cubicle Clock",40.56,5.37390918442706,5,2015-09-12,"Saturday",9,2015
5453,"CA-2017-140613","22/07/2017","29/07/2017","Standard Class","KN-16705","Kristina Nunn","Home Office","United States","Sparks","Nevada",89431,"West","OFF-SU-10004261","Office Supplies","Supplies","Fiskars 8"" Scissors, 2/Pack",86.2,5.43010579070151,6,2017-07-22,"Saturday",7,2017
5454,"US-2018-108700","19/05/2018","23/05/2018","Standard Class","PJ-18835","Patrick Jones","Corporate","United States","Rockford","Illinois",61107,"Central","OFF-PA-10004733","Office Supplies","Paper","Things To Do Today Spiral Book",38.016,5.38594432916118,5,2018-05-19,"Saturday",5,2018
5455,"CA-2018-160962","28/04/2018","02/05/2018","Standard Class","MC-17605","Matt Connell","Corporate","United States","Philadelphia","Pennsylvania",19143,"East","OFF-ST-10001325","Office Supplies","Storage","Sterilite Officeware Hinged File Box",8.384,5.08721145578519,2,2018-04-28,"Saturday",4,2018
5456,"CA-2018-160962","28/04/2018","02/05/2018","Standard Class","MC-17605","Matt Connell","Corporate","United States","Philadelphia","Pennsylvania",19143,"East","OFF-AR-10003056","Office Supplies","Art","Newell 341",6.848,5.26034838333843,1,2018-04-28,"Saturday",4,2018
5457,"CA-2018-130631","29/12/2018","02/01/2019","Standard Class","BS-11755","Bruce Stewart","Consumer","United States","Edmonds","Washington",98026,"West","OFF-FA-10000089","Office Supplies","Fasteners","Acco Glide Clips",19.6,5.37019396406284,3,2018-12-29,"Saturday",12,2018
5458,"CA-2018-130631","29/12/2018","02/01/2019","Standard Class","BS-11755","Bruce Stewart","Consumer","United States","Edmonds","Washington",98026,"West","FUR-FU-10004093","Furniture","Furnishings","Hand-Finished Solid Wood Document Frame",68.46,5.41719169199244,6,2018-12-29,"Saturday",12,2018
5459,"CA-2018-116680","04/09/2018","06/09/2018","Second Class","PK-19075","Pete Kriz","Consumer","United States","San Francisco","California",94122,"West","OFF-BI-10004022","Office Supplies","Binders","Acco Suede Grain Vinyl Round Ring Binder",13.344,5.21137520771276,2,2018-09-04,"Tuesday",9,2018
5460,"CA-2018-116680","04/09/2018","06/09/2018","Second Class","PK-19075","Pete Kriz","Consumer","United States","San Francisco","California",94122,"West","FUR-TA-10001771","Furniture","Tables","Bush Cubix Conference Tables, Fully Assembled",1478.272,5.26406659116253,10,2018-09-04,"Tuesday",9,2018
5461,"US-2015-107405","21/03/2015","25/03/2015","Standard Class","TS-21205","Thomas Seio","Corporate","United States","Asheville","North Carolina",28806,"South","OFF-ST-10002301","Office Supplies","Storage","Tennsco Commercial Shelving",16.272,4.99982568738924,3,2015-03-21,"Saturday",3,2015
5462,"CA-2018-101574","28/09/2018","04/10/2018","Standard Class","BD-11725","Bruce Degenhardt","Consumer","United States","Los Angeles","California",90032,"West","FUR-FU-10001706","Furniture","Furnishings","Longer-Life Soft White Bulbs",9.24,5.12596375619559,2,2018-09-28,"Friday",9,2018
5463,"CA-2015-146591","19/01/2015","20/01/2015","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona",85254,"West","OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,5.48859267968895,4,2015-01-19,"Monday",1,2015
5464,"CA-2015-146591","19/01/2015","20/01/2015","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona",85254,"West","OFF-PA-10000659","Office Supplies","Paper","TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,5.12297930411512,6,2015-01-19,"Monday",1,2015
5465,"CA-2015-146591","19/01/2015","20/01/2015","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona",85254,"West","OFF-EN-10002504","Office Supplies","Envelopes","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5.39047032872455,7,2015-01-19,"Monday",1,2015
5466,"CA-2015-146591","19/01/2015","20/01/2015","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona",85254,"West","FUR-BO-10001972","Furniture","Bookcases","O'Sullivan 4-Shelf Bookcase in Odessa Pine",181.47,5.18240001765722,8,2015-01-19,"Monday",1,2015
5467,"CA-2015-107706","14/02/2015","19/02/2015","Second Class","ST-20530","Shui Tom","Consumer","United States","Houston","Texas",77095,"Central","OFF-PA-10000466","Office Supplies","Paper","Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176,5.23828913708961,3,2015-02-14,"Saturday",2,2015
5468,"CA-2017-122448","09/06/2017","14/06/2017","Standard Class","DB-13210","Dean Braden","Consumer","United States","San Francisco","California",94109,"West","FUR-CH-10002774","Furniture","Chairs","Global Deluxe Stacking Chair, Gray",122.352,5.24178016777154,7,2017-06-09,"Friday",6,2017
5469,"CA-2015-132451","26/09/2015","27/09/2015","First Class","KF-16285","Karen Ferguson","Home Office","United States","San Diego","California",92105,"West","FUR-CH-10000454","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,5.17448412793583,10,2015-09-26,"Saturday",9,2015
5470,"CA-2015-132451","26/09/2015","27/09/2015","First Class","KF-16285","Karen Ferguson","Home Office","United States","San Diego","California",92105,"West","OFF-PA-10004888","Office Supplies","Paper","Xerox 217",19.44,5.08913615783364,3,2015-09-26,"Saturday",9,2015
5471,"CA-2017-158547","30/05/2017","04/06/2017","Standard Class","JM-16195","Justin MacKendrick","Consumer","United States","Hamilton","Ohio",45011,"East","OFF-AP-10003842","Office Supplies","Appliances","Euro-Pro Shark Turbo Vacuum",123.92,5.37975547045547,7,2017-05-30,"Tuesday",5,2017
5472,"CA-2018-116946","19/12/2018","23/12/2018","Standard Class","TS-21505","Tony Sayre","Consumer","United States","Parker","Colorado",80134,"West","FUR-FU-10000320","Furniture","Furnishings","OIC Stacking Trays",13.36,5.13063106121555,2,2018-12-19,"Wednesday",12,2018
5473,"CA-2018-116946","19/12/2018","23/12/2018","Standard Class","TS-21505","Tony Sayre","Consumer","United States","Parker","Colorado",80134,"West","OFF-ST-10002554","Office Supplies","Storage","Tennsco Industrial Shelving",78.256,5.22708829271511,6,2018-12-19,"Wednesday",12,2018
5474,"CA-2018-116946","19/12/2018","23/12/2018","Standard Class","TS-21505","Tony Sayre","Consumer","United States","Parker","Colorado",80134,"West","FUR-BO-10000468","Furniture","Bookcases","O'Sullivan 2-Shelf Heavy-Duty Bookcases",102.018,5.2265038792339,7,2018-12-19,"Wednesday",12,2018
5475,"CA-2018-121741","26/12/2018","26/12/2018","Same Day","YC-21895","Yoseph Carroll","Corporate","United States","Fremont","Nebraska",68025,"Central","OFF-ST-10004459","Office Supplies","Storage","Tennsco Single-Tier Lockers",750.68,5.38030793493125,10,2018-12-26,"Wednesday",12,2018
5476,"CA-2018-169691","15/06/2018","18/06/2018","First Class","Dp-13240","Dean percer","Home Office","United States","Maple Grove","Minnesota",55369,"Central","OFF-LA-10002312","Office Supplies","Labels","Avery 490",44.4,5.18883279573462,5,2018-06-15,"Friday",6,2018
5477,"CA-2018-169691","15/06/2018","18/06/2018","First Class","Dp-13240","Dean percer","Home Office","United States","Maple Grove","Minnesota",55369,"Central","OFF-ST-10001291","Office Supplies","Storage","Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5.31701284946477,6,2018-06-15,"Friday",6,2018
5478,"CA-2018-169691","15/06/2018","18/06/2018","First Class","Dp-13240","Dean percer","Home Office","United States","Maple Grove","Minnesota",55369,"Central","OFF-PA-10003022","Office Supplies","Paper","Xerox 1992",17.94,5.2566444286328,3,2018-06-15,"Friday",6,2018
5479,"CA-2017-121356","20/11/2017","24/11/2017","Standard Class","SJ-20500","Shirley Jackson","Consumer","United States","Newark","Delaware",19711,"East","OFF-BI-10002133","Office Supplies","Binders","Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,5.21808230524725,7,2017-11-20,"Monday",11,2017
5480,"CA-2015-101770","31/03/2015","04/04/2015","Standard Class","KB-16240","Karen Bern","Corporate","United States","Miami","Florida",33180,"South","OFF-BI-10001097","Office Supplies","Binders","Avery Hole Reinforcements",1.869,5.32757269014894,1,2015-03-31,"Tuesday",3,2015
5481,"CA-2018-105487","08/10/2018","14/10/2018","Standard Class","CS-12250","Chris Selesnick","Corporate","United States","San Diego","California",92105,"West","TEC-PH-10001336","Technology","Phones","Digium D40 VoIP phone",103.192,5.05765876891253,7,2018-10-08,"Monday",10,2018
5482,"CA-2018-105487","08/10/2018","14/10/2018","Standard Class","CS-12250","Chris Selesnick","Corporate","United States","San Diego","California",92105,"West","TEC-AC-10002305","Technology","Accessories","KeyTronic E03601U1 - Keyboard - Beige",36,5.24995331375523,5,2018-10-08,"Monday",10,2018
5483,"CA-2018-105487","08/10/2018","14/10/2018","Standard Class","CS-12250","Chris Selesnick","Corporate","United States","San Diego","California",92105,"West","TEC-AC-10003610","Technology","Accessories","Logitech Illuminated - Keyboard",239.96,5.20999354653294,8,2018-10-08,"Monday",10,2018
5484,"CA-2018-105487","08/10/2018","14/10/2018","Standard Class","CS-12250","Chris Selesnick","Corporate","United States","San Diego","California",92105,"West","OFF-ST-10002301","Office Supplies","Storage","Tennsco Commercial Shelving",40.68,5.29667579839542,5,2018-10-08,"Monday",10,2018
5485,"CA-2018-148999","30/01/2018","04/02/2018","Standard Class","EB-13870","Emily Burns","Consumer","United States","Miami","Florida",33142,"South","FUR-CH-10002044","Furniture","Chairs","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136,5.11977564900877,9,2018-01-30,"Tuesday",1,2018
5486,"CA-2015-107573","12/12/2015","17/12/2015","Standard Class","PB-19150","Philip Brown","Consumer","United States","Miami","Florida",33178,"South","OFF-EN-10001099","Office Supplies","Envelopes","Staple envelope",23.472,5.3038397887505,4,2015-12-12,"Saturday",12,2015
5487,"CA-2016-156608","24/10/2016","29/10/2016","Standard Class","MT-18070","Michelle Tran","Home Office","United States","San Antonio","Texas",78207,"Central","OFF-BI-10004140","Office Supplies","Binders","Avery Non-Stick Binders",3.592,5.14271010465065,1,2016-10-24,"Monday",10,2016
5488,"CA-2018-134495","01/04/2018","04/04/2018","Second Class","BF-11020","Barry Französisch","Corporate","United States","Jacksonville","Florida",32216,"South","TEC-PH-10004897","Technology","Phones","Mediabridge Sport Armband iPhone 5s",23.976,5.22937865672415,4,2018-04-01,"Sunday",4,2018
5489,"CA-2018-134495","01/04/2018","04/04/2018","Second Class","BF-11020","Barry Französisch","Corporate","United States","Jacksonville","Florida",32216,"South","OFF-LA-10000262","Office Supplies","Labels","Avery 494",6.264,5.30855793161419,1,2018-04-01,"Sunday",4,2018
5490,"CA-2018-134495","01/04/2018","04/04/2018","Second Class","BF-11020","Barry Französisch","Corporate","United States","Jacksonville","Florida",32216,"South","OFF-AP-10002222","Office Supplies","Appliances","Staple holder",20.808,5.28500368670181,3,2018-04-01,"Sunday",4,2018
5491,"CA-2018-134495","01/04/2018","04/04/2018","Second Class","BF-11020","Barry Französisch","Corporate","United States","Jacksonville","Florida",32216,"South","FUR-CH-10003774","Furniture","Chairs","Global Wood Trimmed Manager's Task Chair, Khaki",218.352,5.15094731413858,8,2018-04-01,"Sunday",4,2018
5492,"CA-2018-164098","26/01/2018","27/01/2018","First Class","CG-12520","Claire Gute","Consumer","United States","Houston","Texas",77070,"Central","OFF-ST-10000615","Office Supplies","Storage","SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,4.93689777226286,3,2018-01-26,"Friday",1,2018
5493,"CA-2015-105249","28/11/2015","28/11/2015","Same Day","DH-13675","Duane Huffman","Home Office","United States","San Francisco","California",94122,"West","OFF-SU-10001225","Office Supplies","Supplies","Staple remover",7.36,5.37861685726191,1,2015-11-28,"Saturday",11,2015
5494,"CA-2015-105249","28/11/2015","28/11/2015","Same Day","DH-13675","Duane Huffman","Home Office","United States","San Francisco","California",94122,"West","OFF-LA-10002043","Office Supplies","Labels","Avery 489",41.4,5.30215944051097,5,2015-11-28,"Saturday",11,2015
5495,"CA-2015-105249","28/11/2015","28/11/2015","Same Day","DH-13675","Duane Huffman","Home Office","United States","San Francisco","California",94122,"West","FUR-BO-10000330","Furniture","Bookcases","Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,5.31401260075096,9,2015-11-28,"Saturday",11,2015
5496,"CA-2016-113523","04/09/2016","08/09/2016","Standard Class","SC-20440","Shaun Chance","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings",7.656,5.3325499941617,1,2016-09-04,"Sunday",9,2016
5497,"CA-2018-117821","12/06/2018","16/06/2018","Standard Class","HG-15025","Hunter Glantz","Consumer","United States","Marion","Ohio",43302,"East","TEC-AC-10004469","Technology","Accessories","Microsoft Sculpt Comfort Mouse",63.92,5.48547570462262,6,2018-06-12,"Tuesday",6,2018
5498,"CA-2018-164378","15/07/2018","18/07/2018","Second Class","MM-18055","Michelle Moray","Consumer","United States","New York City","New York",10024,"East","OFF-AR-10001177","Office Supplies","Art","Newell 349",6.56,5.27777555877726,1,2018-07-15,"Sunday",7,2018
5499,"CA-2018-164378","15/07/2018","18/07/2018","Second Class","MM-18055","Michelle Moray","Consumer","United States","New York City","New York",10024,"East","OFF-LA-10000634","Office Supplies","Labels","Avery 509",7.83,5.28125360772489,1,2018-07-15,"Sunday",7,2018
5500,"CA-2018-164378","15/07/2018","18/07/2018","Second Class","MM-18055","Michelle Moray","Consumer","United States","New York City","New York",10024,"East","TEC-AC-10004708","Technology","Accessories","Sony 32GB Class 10 Micro SDHC R40 Memory Card",41.9,5.26893216246771,5,2018-07-15,"Sunday",7,2018
5501,"CA-2018-164378","15/07/2018","18/07/2018","Second Class","MM-18055","Michelle Moray","Consumer","United States","New York City","New York",10024,"East","FUR-CH-10002084","Furniture","Chairs","Hon Mobius Operator's Chair",664.146,5.19282544461553,10,2018-07-15,"Sunday",7,2018
5502,"CA-2018-164378","15/07/2018","18/07/2018","Second Class","MM-18055","Michelle Moray","Consumer","United States","New York City","New York",10024,"East","OFF-PA-10004519","Office Supplies","Paper","Spiral Phone Message Books with Labels by Adams",8.96,5.2413709390273,2,2018-07-15,"Sunday",7,2018
5503,"CA-2018-127782","02/11/2018","06/11/2018","Standard Class","TH-21115","Thea Hudgings","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","FUR-FU-10001847","Furniture","Furnishings","Eldon Image Series Black Desk Accessories",3.312,5.21257681084863,1,2018-11-02,"Friday",11,2018
5504,"CA-2018-127782","02/11/2018","06/11/2018","Standard Class","TH-21115","Thea Hudgings","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","OFF-AP-10001962","Office Supplies","Appliances","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210",20.136,5.19288674315565,3,2018-11-02,"Friday",11,2018
5505,"CA-2018-127782","02/11/2018","06/11/2018","Standard Class","TH-21115","Thea Hudgings","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","OFF-EN-10003845","Office Supplies","Envelopes","Colored Envelopes",8.856,5.33682036780221,2,2018-11-02,"Friday",11,2018
5506,"CA-2018-127782","02/11/2018","06/11/2018","Standard Class","TH-21115","Thea Hudgings","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","TEC-PH-10001817","Technology","Phones","Wilson Electronics DB Pro Signal Booster",859.2,5.26769744639105,10,2018-11-02,"Friday",11,2018
5507,"US-2017-162026","08/10/2017","08/10/2017","Same Day","JE-15745","Joel Eaton","Consumer","United States","Los Angeles","California",90036,"West","OFF-PA-10000167","Office Supplies","Paper","Xerox 1925",61.96,5.13740420196438,6,2017-10-08,"Sunday",10,2017
5508,"CA-2017-150000","08/04/2017","14/04/2017","Standard Class","PG-18820","Patrick Gardner","Consumer","United States","Smyrna","Georgia",30080,"South","OFF-EN-10002973","Office Supplies","Envelopes","Ampad #10 Peel & Seel Holiday Envelopes",17.92,5.23846123679798,3,2017-04-08,"Saturday",4,2017
5509,"CA-2016-168529","08/10/2016","12/10/2016","Standard Class","MB-17305","Maria Bertelson","Consumer","United States","San Francisco","California",94122,"West","FUR-FU-10001588","Furniture","Furnishings","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5.06901058310653,7,2016-10-08,"Saturday",10,2016
5510,"US-2018-152569","15/05/2018","20/05/2018","Standard Class","JD-16015","Joy Daniels","Consumer","United States","Chicago","Illinois",60653,"Central","OFF-PA-10001736","Office Supplies","Paper","Xerox 1880",56.704,5.15693709905874,6,2018-05-15,"Tuesday",5,2018
5511,"US-2018-152569","15/05/2018","20/05/2018","Standard Class","JD-16015","Joy Daniels","Consumer","United States","Chicago","Illinois",60653,"Central","TEC-PH-10002185","Technology","Phones","QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3",11.12,5.30582669137589,2,2018-05-15,"Tuesday",5,2018
5512,"US-2015-137680","24/02/2015","02/03/2015","Standard Class","JH-15430","Jennifer Halladay","Consumer","United States","Medford","Oregon",97504,"West","OFF-PA-10000174","Office Supplies","Paper","Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,5.35198425959778,4,2015-02-24,"Tuesday",2,2015
5513,"US-2015-137680","24/02/2015","02/03/2015","Standard Class","JH-15430","Jennifer Halladay","Consumer","United States","Medford","Oregon",97504,"West","OFF-PA-10000069","Office Supplies","Paper","TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776,5.34316011652388,4,2015-02-24,"Tuesday",2,2015
5514,"CA-2016-103177","30/05/2016","01/06/2016","First Class","EN-13780","Edward Nazzal","Consumer","United States","New York City","New York",10009,"East","TEC-PH-10001795","Technology","Phones","RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting",239.97,5.30492329988661,8,2016-05-30,"Monday",5,2016
5515,"CA-2016-103177","30/05/2016","01/06/2016","First Class","EN-13780","Edward Nazzal","Consumer","United States","New York City","New York",10009,"East","OFF-AP-10004540","Office Supplies","Appliances","Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,5.3254106834479,8,2016-05-30,"Monday",5,2016
5516,"CA-2016-103177","30/05/2016","01/06/2016","First Class","EN-13780","Edward Nazzal","Consumer","United States","New York City","New York",10009,"East","TEC-PH-10001527","Technology","Phones","Plantronics MX500i Earset",128.85,5.48592655061745,7,2016-05-30,"Monday",5,2016
5517,"US-2017-138408","18/11/2017","21/11/2017","Second Class","KC-16255","Karen Carlisle","Corporate","United States","Huntsville","Alabama",35810,"South","TEC-AC-10003870","Technology","Accessories","Logitech Z-906 Speaker sys - home theater - 5.1-CH",1319.96,5.1671517992465,10,2017-11-18,"Saturday",11,2017
5518,"CA-2018-117667","04/12/2018","09/12/2018","Standard Class","MS-17980","Michael Stewart","Corporate","United States","Philadelphia","Pennsylvania",19134,"East","FUR-CH-10004540","Furniture","Chairs","Global Chrome Stack Chair",239.96,5.30027216157724,8,2018-12-04,"Tuesday",12,2018
5519,"CA-2018-117667","04/12/2018","09/12/2018","Standard Class","MS-17980","Michael Stewart","Corporate","United States","Philadelphia","Pennsylvania",19134,"East","FUR-FU-10004093","Furniture","Furnishings","Hand-Finished Solid Wood Document Frame",54.768,5.48394177128809,6,2018-12-04,"Tuesday",12,2018
5520,"CA-2018-117667","04/12/2018","09/12/2018","Standard Class","MS-17980","Michael Stewart","Corporate","United States","Philadelphia","Pennsylvania",19134,"East","OFF-AR-10000716","Office Supplies","Art","DIXON Ticonderoga Erasable Checking Pencils",13.392,5.06074217477055,2,2018-12-04,"Tuesday",12,2018
5521,"CA-2018-117667","04/12/2018","09/12/2018","Standard Class","MS-17980","Michael Stewart","Corporate","United States","Philadelphia","Pennsylvania",19134,"East","OFF-PA-10002709","Office Supplies","Paper","Xerox 1956",23.92,5.26153921915838,4,2018-12-04,"Tuesday",12,2018
5522,"CA-2018-117667","04/12/2018","09/12/2018","Standard Class","MS-17980","Michael Stewart","Corporate","United States","Philadelphia","Pennsylvania",19134,"East","TEC-AC-10000580","Technology","Accessories","Logitech G13 Programmable Gameboard with LCD Display",255.968,5.26035925417301,8,2018-12-04,"Tuesday",12,2018
5523,"CA-2017-110982","05/06/2017","07/06/2017","First Class","CK-12205","Chloris Kastensmidt","Consumer","United States","Santa Clara","California",95051,"West","OFF-BI-10000829","Office Supplies","Binders","Avery Non-Stick Binders",21.552,5.19644256709285,4,2017-06-05,"Monday",6,2017
5524,"CA-2017-110982","05/06/2017","07/06/2017","First Class","CK-12205","Chloris Kastensmidt","Consumer","United States","Santa Clara","California",95051,"West","OFF-AP-10004859","Office Supplies","Appliances","Acco 6 Outlet Guardian Premium Surge Suppressor",58.24,5.07111944491167,6,2017-06-05,"Monday",6,2017
5525,"CA-2017-147123","10/12/2017","12/12/2017","First Class","SJ-20125","Sanjit Jacobs","Home Office","United States","Long Beach","California",90805,"West","OFF-PA-10000575","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,5.29555954437085,6,2017-12-10,"Sunday",12,2017
5526,"CA-2018-154501","30/04/2018","05/05/2018","Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Los Angeles","California",90008,"West","OFF-AR-10002804","Office Supplies","Art","Faber Castell Col-Erase Pencils",9.78,5.25546160947456,2,2018-04-30,"Monday",4,2018
5527,"CA-2018-166933","24/04/2018","28/04/2018","Standard Class","MG-17890","Michael Granlund","Home Office","United States","Santa Barbara","California",93101,"West","OFF-FA-10002676","Office Supplies","Fasteners","Colored Push Pins",1.81,5.0797335739554,1,2018-04-24,"Tuesday",4,2018
5528,"CA-2016-142055","08/05/2016","10/05/2016","First Class","AB-10255","Alejandro Ballentine","Home Office","United States","New York City","New York",10009,"East","OFF-PA-10003465","Office Supplies","Paper","Xerox 1912",37.94,5.12471873553452,5,2016-05-08,"Sunday",5,2016
5529,"CA-2016-137106","31/03/2016","04/04/2016","Standard Class","SC-20260","Scott Cohen","Corporate","United States","Jacksonville","Florida",32216,"South","TEC-PH-10000011","Technology","Phones","PureGear Roll-On Screen Protector",79.96,5.27358155146703,6,2016-03-31,"Thursday",3,2016
5530,"CA-2018-136609","06/08/2018","11/08/2018","Standard Class","TB-21355","Todd Boyes","Corporate","United States","Cedar Hill","Texas",75104,"Central","OFF-PA-10004381","Office Supplies","Paper","14-7/8 x 11 Blue Bar Computer Printout Paper",115.296,5.37349243457034,7,2018-08-06,"Monday",8,2018
5531,"CA-2018-160885","02/12/2018","06/12/2018","Standard Class","JK-16090","Juliana Krohn","Consumer","United States","Omaha","Nebraska",68104,"Central","TEC-PH-10001795","Technology","Phones","ClearOne CHATAttach 160 - speaker phone",2479.96,5.18856308239378,10,2018-12-02,"Sunday",12,2018
5532,"US-2017-167472","06/06/2017","07/06/2017","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas",72209,"South","TEC-AC-10001109","Technology","Accessories","Logitech Trackman Marble Mouse",179.94,5.30851811207506,8,2017-06-06,"Tuesday",6,2017
5533,"US-2017-167472","06/06/2017","07/06/2017","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas",72209,"South","TEC-AC-10003038","Technology","Accessories","Kingston Digital DataTraveler 16GB USB 2.0",26.85,5.10905191033532,4,2017-06-06,"Tuesday",6,2017
5534,"US-2017-167472","06/06/2017","07/06/2017","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas",72209,"South","TEC-AC-10003174","Technology","Accessories","Plantronics S12 Corded Telephone Headset System",323.37,5.20563011464469,9,2017-06-06,"Tuesday",6,2017
5535,"US-2017-167472","06/06/2017","07/06/2017","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas",72209,"South","OFF-PA-10000157","Office Supplies","Paper","Xerox 191",59.94,5.28443573997581,6,2017-06-06,"Tuesday",6,2017
5536,"US-2017-167472","06/06/2017","07/06/2017","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas",72209,"South","OFF-BI-10001721","Office Supplies","Binders","Trimflex Flexible Post Binders",64.14,5.2662287184404,6,2017-06-06,"Tuesday",6,2017
5537,"US-2017-167472","06/06/2017","07/06/2017","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas",72209,"South","OFF-BI-10000591","Office Supplies","Binders","Avery Binder Labels",11.67,5.03802675105227,2,2017-06-06,"Tuesday",6,2017
5538,"US-2017-167472","06/06/2017","07/06/2017","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas",72209,"South","OFF-PA-10001534","Office Supplies","Paper","Xerox 230",12.96,5.26337547441028,2,2017-06-06,"Tuesday",6,2017
5539,"CA-2016-120551","13/04/2016","20/04/2016","Standard Class","SS-20590","Sonia Sunley","Consumer","United States","Norfolk","Nebraska",68701,"Central","OFF-BI-10002071","Office Supplies","Binders","Fellowes Black Plastic Comb Bindings",17.43,5.49324793583275,3,2016-04-13,"Wednesday",4,2016
5540,"US-2018-150595","22/05/2018","26/05/2018","Standard Class","LE-16810","Laurel Elliston","Consumer","United States","Chicago","Illinois",60653,"Central","FUR-CH-10000513","Furniture","Chairs","High-Back Leather Manager's Chair",181.986,5.15369163061525,8,2018-05-22,"Tuesday",5,2018
